AltTime,Altitiude
2.75,308.9436638123642
2.76,309.86230025192447
2.77,311.5682724798311
2.78,313.04072241730046
2.79,314.59673787467034
2.8,315.8322877794519
2.81,317.5101437059106
2.82,318.7170582692094
2.83,320.00064221607676
2.84,320.9133302189198
2.85,322.9335006809709
2.86,324.35788544431085
2.87,325.95906068180204
2.88,327.34811337510877
2.89,328.91321941810173
2.9,330.01581826884956
2.91,331.1606128951557
2.92,332.2936019774697
2.93,333.89972482371604
2.94,335.0937532660196
2.95,336.55742900147703
2.96,338.19203547176085
2.97,339.2498801846269
2.98,341.17604535287626
2.99,342.3490386487669
3.0,342.88725002801436
3.01,345.3078623975584
3.02,345.581674335775
3.03,347.0279164562363
3.04,348.8231491486078
3.05,350.58611363314833
3.06,351.2966651071473
3.07,351.99027324380063
3.08,353.7431681417455
3.09,354.8902453694868
3.1,356.6393100449765
3.11,357.7866361466374
3.12,358.8823876237626
3.13,360.31012347810446
3.14,361.33806333889817
3.15,363.1191877040383
3.16,363.84941674648366
3.17,365.7768573149363
3.18,366.88039823137296
3.19,367.9310939552417
3.2,369.25274092151113
3.21,370.802234551483
3.22,371.61494976140824
3.23,373.30794698227464
3.24,374.61088801953633
3.25,375.6149528205885
3.26,377.00989312310406
3.27,378.1299099028353
3.28,379.1714265942165
3.29,380.56808482177837
3.3,382.0400015296874
3.31,383.19698350698843
3.32,384.1601294600501
3.33,385.1886940760265
3.34,386.6741099250048
3.35,388.043449032519
3.36,389.3750358771529
3.37,390.518713815975
3.38,391.0890557849424
3.39,392.8454123841551
3.4,393.64143473116536
3.41,395.48796655705
3.42,396.25389841723654
3.43,397.29042518133747
3.44,398.5940162700944
3.45,399.83956000946347
3.46,401.170989085517
3.47,402.61485404604747
3.48,403.50103495204183
3.49,404.8530086894857
3.5,405.8793678477688
3.51,407.13381094722234
3.52,408.4435313772181
3.53,409.9384611587853
3.54,410.49766945922596
3.55,412.0852887550287
3.56,413.1795048942369
3.57,414.3016169117081
3.58,415.2235675120648
3.59,416.3712024087846
3.6,417.18012415548395
3.61,418.95090112779485
3.62,420.2736930038227
3.63,421.58418859404503
3.64,422.3619669018292
3.65,423.6593558946935
3.66,424.47323922240327
3.67,425.2013653677422
3.68,426.5694159562785
3.69,427.97466491748895
3.7,428.7596194096303
3.71,430.1412886994403
3.72,430.8591133791694
3.73,432.57665922973615
3.74,433.4068787222264
3.75,434.2550389139018
3.76,435.8703519790606
3.77,436.19916097922976
3.78,437.57051438601115
3.79,438.6605087568376
3.8,439.66727604990706
3.81,441.4257542469806
3.82,441.93703821906286
3.83,443.2202032102042
3.84,444.1283810230415
3.85,445.46492169460964
3.86,446.26245168585876
3.87,446.943824673503
3.88,448.5961874924087
3.89,449.81079079583213
3.9,450.96787414925234
3.91,451.92459749913695
3.92,453.11103785817176
3.93,453.6452940802677
3.94,454.81278463200135
3.95,456.02139780675867
3.96,457.0000916878061
3.97,458.4049591607806
3.98,459.22323535544894
3.99,460.16533357048496
4.0,461.25997251842006
4.01,462.1926932408842
4.02,463.55838901564715
4.03,464.2886329803974
4.04,465.3650774091172
4.05,466.4219674560872
4.06,467.3089457840381
4.07,468.8529444323398
4.08,469.8820680933113
4.09,470.73021271953263
4.1,471.59622891596007
4.11,472.22820381614673
4.12,473.7022614110441
4.13,474.39399124531917
4.14,476.18089697633576
4.15,476.99824738217757
4.16,477.13142128547696
4.17,478.6921244262108
4.18,479.59657716866093
4.19,480.6551668536155
4.2,481.8179498818694
4.21,482.72804803043226
4.22,483.63249329141894
4.23,484.4851797613885
4.24,485.5435683069473
4.25,486.67602444461596
4.26,488.06814838797976
4.27,488.42430091194973
4.28,489.72521936966973
4.29,490.60276860331135
4.3,491.7884180955209
4.31,492.46943792261413
4.32,493.34279634460404
4.33,494.08201008113747
4.34,495.7202513085964
4.35,496.01607133983964
4.36,497.32096969022894
4.37,498.5300798300409
4.38,499.2547224562004
4.39,500.4246527516951
4.4,501.10624078997614
4.41,501.60823567353464
4.42,503.0925973839416
4.43,503.7809041816528
4.44,504.96187278199665
4.45,506.18480206304076
4.46,506.96742784184363
4.47,507.34606265452123
4.48,508.0520281218866
4.49,509.6647139220337
4.5,510.6200288478656
4.51,511.6874185349686
4.52,512.1579415751901
4.53,513.274160384172
4.54,514.1589301830907
4.55,515.1450069126907
4.56,516.0895537847356
4.57,517.1101017031942
4.58,517.6981251406337
4.59,518.751936177499
4.6,519.5804689571966
4.61,520.256061081964
4.62,521.5636955033958
4.63,522.2118527543174
4.64,523.1711309676662
4.65,523.8816273526535
4.66,524.9773360325532
4.67,526.0789731118
4.68,526.9737472407846
4.69,527.1773518554422
4.7,528.1263245430416
4.71,528.9924570177529
4.72,530.6592049175148
4.73,531.3258874658504
4.74,531.8952620316591
4.75,533.0943704533722
4.76,533.5720770601633
4.77,534.7188579619153
4.78,535.3303355800817
4.79,536.296158197171
4.8,537.2169279855933
4.81,537.9957340710631
4.82,538.5562410950171
4.83,539.9903616622403
4.84,540.6328031491339
4.85,541.4569442125014
4.86,542.6328529713732
4.87,543.6529612337265
4.88,544.3445942108875
4.89,545.2185720287315
4.9,546.1357195679598
4.91,546.9663251339839
4.92,547.4907342155509
4.93,548.6751158518413
4.94,548.8240681114439
4.95,549.9441947476704
4.96,551.0960697150502
4.97,551.3176470106109
4.98,553.1230543199244
4.99,553.3835155610101
5.0,554.0234567501979
5.01,554.3425834349003
5.02,555.6190673845631
5.03,556.9868107654364
5.04,557.3878381798008
5.05,558.593680688579
5.06,558.8972750160855
5.07,560.5321716827633
5.08,561.0194179346063
5.09,561.7498308837164
5.1,562.1335807140097
5.11,563.2745422570456
5.12,563.5789779741182
5.13,564.7409989693857
5.14,565.4926223301393
5.15,566.4395941257866
5.16,567.2220753676906
5.17,568.2437946784363
5.18,568.7191131632358
5.19,569.5841749169967
5.2,570.3574816065008
5.21,571.0053493360167
5.22,571.7117917141584
5.23,572.9344341687115
5.24,572.985610874788
5.25,574.1116256854716
5.26,575.0369729012114
5.27,575.9089189968804
5.28,576.5871526030112
5.29,577.4678316326809
5.3,578.0392596302372
5.31,578.6593330146812
5.32,579.862070073788
5.33,580.6940372395625
5.34,580.9465537921236
5.35,581.7380904566679
5.36,583.1304424843329
5.37,583.4667550876841
5.38,583.9152871585915
5.39,584.6245010982548
5.4,585.7675167337594
5.41,586.3554599765512
5.42,587.2200602093485
5.43,588.1535439819409
5.44,588.373634216217
5.45,589.6493444878777
5.46,590.1802591302634
5.47,591.1294502086625
5.48,592.0540553754817
5.49,592.3883461808205
5.5,593.2785437701117
5.51,593.5781725532968
5.52,594.7670747203823
5.53,595.7685708670994
5.54,596.2161130301971
5.55,596.5250005070397
5.56,597.8402903518046
5.57,598.3038180680812
5.58,599.4297644004217
5.59,599.7193993194619
5.6,600.0600473978825
5.61,600.8914800356575
5.62,601.9692164701887
5.63,602.2529599085384
5.64,603.325245869655
5.65,603.8134102008603
5.66,605.230976456077
5.67,605.794387816498
5.68,605.9137867028496
5.69,606.7160699229141
5.7,607.5898441338234
5.71,607.9814807708007
5.72,609.2740738318354
5.73,609.6314925579229
5.74,610.1397040748262
5.75,611.0074638050575
5.76,611.4493373325807
5.77,612.5198614635683
5.78,613.1918314920205
5.79,613.936310382709
5.8,614.705707980335
5.81,614.8006909613432
5.82,615.5734163983932
5.83,616.2463576283379
5.84,617.4034983970987
5.85,617.7201638321839
5.86,618.3874306347145
5.87,618.8495725939675
5.88,620.1999134639592
5.89,620.4989084331821
5.9,621.4142852269142
5.91,621.7472432464915
5.92,622.0873698480897
5.93,623.2745747576106
5.94,623.8579130213601
5.95,624.2047851134308
5.96,625.3579150605744
5.97,625.5669258590268
5.98,626.4143953884545
5.99,627.4167634912156
6.0,627.7671117190675
6.01,627.5993552576124
6.02,629.3295539365503
6.03,630.0547532639276
6.04,630.1282862941617
6.05,631.0228067210303
6.06,631.4628010099046
6.07,632.2263483671126
6.08,632.6390519039456
6.09,633.3178170885138
6.1,634.154392095995
6.11,634.9840180736068
6.12,635.3360622260511
6.13,636.3770805428002
6.14,636.6946381233552
6.15,637.8476133931866
6.16,637.8055997250044
6.17,638.6536371846357
6.18,639.1530265943968
6.19,639.93828044757
6.2,640.4659898722583
6.21,641.2862573337002
6.22,641.8935180482629
6.23,642.0382438423565
6.24,642.8001166609444
6.25,643.5209729205691
6.26,644.1163088209638
6.27,644.6867526045138
6.28,645.3230177998876
6.29,645.8030435618082
6.3,646.7023569103084
6.31,647.3912359854035
6.32,647.7362885640296
6.33,648.4514405462575
6.34,649.1681006138145
6.35,650.0268999660351
6.36,650.0959982168141
6.37,651.0521472199836
6.38,651.4982808145958
6.39,652.5155368912054
6.4,653.1279717478479
6.41,653.349588257961
6.42,653.8663520808126
6.43,654.0543144633391
6.44,655.0093973522804
6.45,655.833127718998
6.46,656.645737968009
6.47,656.5845120316059
6.48,657.5384494356587
6.49,657.8999700229401
6.5,658.6270805640811
6.51,659.201092177125
6.52,660.1047186949478
6.53,660.1583846705447
6.54,661.3728243811914
6.55,661.6524437254018
6.56,662.2214031180011
6.57,662.5052269885877
6.58,663.3259412300964
6.59,664.1394381203017
6.6,664.3938708791235
6.61,665.1341488732922
6.62,665.0744506470983
6.63,666.1988108523456
6.64,666.37323166455
6.65,666.9707615425841
6.66,667.6167931755532
6.67,668.5126465468454
6.68,668.7408755675078
6.69,669.3819057972008
6.7,670.0703964455085
6.71,670.4072423746246
6.72,670.7552652256969
6.73,671.5730067612042
6.74,672.0006900291514
6.75,672.355593694714
6.76,672.9214571363676
6.77,673.4529099532537
6.78,674.4970559246617
6.79,674.9451611119348
6.8,675.387472401001
6.81,676.3861671600655
6.82,676.3831857010986
6.83,676.9529626262799
6.84,677.9076366040598
6.85,677.7012264020658
6.86,678.6407822934178
6.87,679.5264298532077
6.88,679.304825702908
6.89,680.1839725364969
6.9,680.7818773582255
6.91,681.0151147434699
6.92,681.6527105200292
6.93,681.616524275535
6.94,682.7599157632255
6.95,683.6707596796339
6.96,683.1990546792941
6.97,684.3658840547846
6.98,684.447053007263
6.99,685.1469278505352
7.0,685.5961134099468
7.01,686.3574416637343
7.02,686.6678967949339
7.03,687.3370399604422
7.04,687.3993893256725
7.05,688.083743107703
7.06,688.5459930179312
7.07,689.4741949518851
7.08,690.2907866781129
7.09,690.6982439214929
7.1,691.0404708138
7.11,691.1252891492405
7.12,691.9870852282498
7.13,692.7624987046827
7.14,692.920615735125
7.15,693.33338033437
7.16,693.4985348827204
7.17,694.1561908701343
7.18,694.8708718064217
7.19,695.3737383832441
7.2,695.6802275449118
7.21,696.0040707999419
7.22,697.0021767352046
7.23,697.6401346141305
7.24,697.723823435542
7.25,698.698673822373
7.26,698.671201749427
7.27,699.142074961812
7.28,699.3459874779919
7.29,700.0533484620015
7.3,700.5425039932942
7.31,700.8737804352124
7.32,701.6992661917459
7.33,701.6304585519157
7.34,702.4534229204853
7.35,702.7669991279535
7.36,703.2263832011441
7.37,704.0745279448756
7.38,704.555407088703
7.39,705.0373052313785
7.4,704.9838972059741
7.41,705.6062956322612
7.42,706.3363241904127
7.43,706.6775409580772
7.44,706.7189709778182
7.45,707.5095304057319
7.46,707.83536029811
7.47,708.0335015171004
7.48,708.8509926059997
7.49,709.6950324606927
7.5,709.3507805015138
7.51,710.410075478784
7.52,710.1467674082213
7.53,711.0239154872519
7.54,711.247549451289
7.55,712.1467403774412
7.56,712.1051210593464
7.57,712.7693850504625
7.58,713.333068985271
7.59,713.9484661846102
7.6,714.2179075041561
7.61,714.1577870590615
7.62,714.8872713572019
7.63,715.3701342083783
7.64,715.7080815770653
7.65,715.7419548930493
7.66,717.2947353990263
7.67,716.673466442272
7.68,717.3269877240263
7.69,718.0668731681283
7.7,717.9746872181087
7.71,719.029108954311
7.72,718.8406968328889
7.73,719.3878434160774
7.74,720.2820418993372
7.75,720.6050496850122
7.76,720.5729345039562
7.77,721.3541181242036
7.78,721.7131459723025
7.79,722.0482665413606
7.8,722.0030788660939
7.81,722.9133972394745
7.82,723.0743608485227
7.83,723.3863196833828
7.84,724.3335098246732
7.85,724.3954748505624
7.86,725.1415670983691
7.87,725.5762429022221
7.88,725.7118804544534
7.89,725.6383791408686
7.9,726.3340144300479
7.91,727.0504969880973
7.92,727.5696451239802
7.93,728.0257807372619
7.94,727.8504416390182
7.95,728.4230073664827
7.96,728.6689662943924
7.97,729.0069912479095
7.98,729.8267547469674
7.99,729.8402950598758
8.0,730.7332121393799
8.01,730.9862108704735
8.02,731.5339781271181
8.03,731.5022684510182
8.04,732.0768177468767
8.05,732.5547320979842
8.06,732.7751553829829
8.07,733.1911458631452
8.08,733.6950271014354
8.09,734.2134871592147
8.1,733.6222203893238
8.11,734.9314045321702
8.12,735.461768353061
8.13,735.4824930170737
8.14,735.1542457093501
8.15,736.3153154175951
8.16,736.4098173396151
8.17,736.89968533632
8.18,736.9601856871795
8.19,737.1701192064136
8.2,737.8607749938735
8.21,737.8565791850909
8.22,738.3625350400596
8.23,738.795171748818
8.24,739.3862502746732
8.25,739.8498935860898
8.26,739.9602563658123
8.27,740.3316204942737
8.28,740.756615124262
8.29,741.2499867202318
8.3,741.3318232277566
8.31,741.7880571558238
8.32,742.089978706011
8.33,742.3686482074316
8.34,742.7778624537985
8.35,743.0261034604164
8.36,743.6142190098014
8.37,743.9988200100828
8.38,744.0969508368075
8.39,744.3225348339845
8.4,745.0126248526121
8.41,745.2474244345127
8.42,745.7428299556914
8.43,745.8965572186692
8.44,746.2147247430379
8.45,746.5308261336311
8.46,746.777776923943
8.47,746.8669669739448
8.48,747.7067911235393
8.49,747.8610029303089
8.5,748.2209564379292
8.51,748.691605949652
8.52,749.0324836483771
8.53,748.9918991363662
8.54,749.3988360617241
8.55,749.4038868409096
8.56,749.9709946440597
8.57,750.5000052489988
8.58,750.9978163144127
8.59,750.6454962736333
8.6,751.2040505317804
8.61,752.1290901060257
8.62,752.0399253320418
8.63,752.7531895054552
8.64,752.8493404130867
8.65,752.8636429043812
8.66,753.1454332520932
8.67,753.3911604460837
8.68,754.0035160689721
8.69,754.3024874313135
8.7,754.4814012338152
8.71,754.4929337139123
8.72,755.1062563877522
8.73,755.7090660390105
8.74,755.6721154225036
8.75,756.1369587440018
8.76,756.6048646666318
8.77,756.7466144141358
8.78,756.6638172723701
8.79,757.2334950120282
8.8,757.7382636340216
8.81,757.5937802246086
8.82,758.0404639546235
8.83,758.3839982318481
8.84,758.6224371708231
8.85,759.0129514783663
8.86,759.5926562719728
8.87,759.6796451303378
8.88,759.6923909808025
8.89,760.1150867016449
8.9,760.568435971721
8.91,760.7330804996038
8.92,760.6785497818239
8.93,761.280106623288
8.94,761.6520179818814
8.95,762.0642679562501
8.96,761.7606081352238
8.97,762.0376283490284
8.98,761.8614883470115
8.99,762.9341913276937
9.0,763.3698137341034
9.01,763.8032764006559
9.02,763.8545560154046
9.03,763.9497628283698
9.04,763.7164413370446
9.05,764.7554605056188
9.06,765.2946321405517
9.07,764.8230512151141
9.08,764.9348079653374
9.09,765.5456516633335
9.1,765.9545433625912
9.11,765.5093984486388
9.12,766.3184656696003
9.13,766.5132962155184
9.14,766.9291741909714
9.15,766.664301684139
9.16,767.4181923041506
9.17,767.7355294459055
9.18,768.1662892473837
9.19,768.2183689184151
9.2,768.371289974845
9.21,768.7344936557297
9.22,768.9723802148244
9.23,769.3655106760723
9.24,769.6444255541797
9.25,769.7200836756564
9.26,769.7871250905449
9.27,769.7214708707259
9.28,770.9671300008301
9.29,769.9217551248016
9.3,770.8922772627043
9.31,770.9459134834863
9.32,771.6945646824213
9.33,771.8528716829558
9.34,771.6086148466704
9.35,771.9902326920998
9.36,772.3098459881728
9.37,772.8944490745378
9.38,772.4644999714836
9.39,772.7830517944914
9.4,773.7444838055915
9.41,773.3785212106164
9.42,773.8170819913878
9.43,773.679561848849
9.44,773.5319357756271
9.45,774.3016357248329
9.46,774.3368792313094
9.47,774.8797519506483
9.48,774.6993424853963
9.49,774.8855563515651
9.5,775.6376804457826
9.51,775.9549821979073
9.52,775.9161195801404
9.53,776.3022130093535
9.54,776.1611450601207
9.55,776.4136780513076
9.56,776.6256519301118
9.57,777.0508001573414
9.58,777.4292815026403
9.59,777.6267571282447
9.6,777.4536229098115
9.61,777.5948134792586
9.62,778.1949988601204
9.63,778.1235819639745
9.64,778.3528308223181
9.65,778.7473514738244
9.66,778.5937573757685
9.67,778.6853907040919
9.68,779.6888942972447
9.69,780.0048044269699
9.7,779.6383440952716
9.71,779.6833301972681
9.72,780.0683363101065
9.73,779.7209911272474
9.74,780.5356216718268
9.75,780.6855006255805
9.76,781.1094744442744
9.77,780.7423090102617
9.78,781.0597573092637
9.79,780.910823485325
9.8,782.2407353338604
9.81,782.1337079756361
9.82,781.8520078279565
9.83,782.1465106714962
9.84,782.2899026859051
9.85,782.0357956396748
9.86,782.9746134881336
9.87,782.7918543738808
9.88,783.0524955337982
9.89,783.2248547006257
9.9,783.4867894604757
9.91,783.6861775461514
9.92,783.7750780569525
9.93,783.7726403017062
9.94,784.1368370898011
9.95,784.182265494697
9.96,784.7119289010571
9.97,784.5014219078073
9.98,784.9435490436935
9.99,784.6362113169275
10.0,785.1537922802717
10.01,785.1027431849398
10.02,785.3708985086553
10.03,785.3138705513271
10.04,785.8309886197685
10.05,785.930501093567
10.06,786.3180747340639
10.07,786.3079019614953
10.08,786.4145615956966
10.09,786.1161437912688
10.1,786.9400027482014
10.11,786.8307605153952
10.12,787.0108290828267
10.13,787.126790784044
10.14,787.9394237101005
10.15,787.8620813814931
10.16,788.1665961365208
10.17,788.1101949527933
10.18,788.0932613720847
10.19,788.1292535663345
10.2,788.2522978796908
10.21,788.575034148636
10.22,788.6665400745142
10.23,788.5417566156692
10.24,788.422260447315
10.25,789.5335454210785
10.26,789.1014846546107
10.27,788.8888146403492
10.28,789.5859259337782
10.29,789.3972342932296
10.3,789.9152148853228
10.31,789.7794481920861
10.32,789.8623534729477
10.33,790.4559994543808
10.34,790.3573013595741
10.35,790.2973201530117
10.36,790.4534946555139
10.37,790.3471860702358
10.38,790.749069291068
10.39,791.0206141824019
10.4,791.1547385385448
10.41,791.6205572387339
10.42,791.2433167656909
10.43,791.91117503602
10.44,791.5161773766557
10.45,792.0351937149952
10.46,791.6263463668861
10.47,791.6701652311391
10.48,791.7127000736084
10.49,791.6911267205286
10.5,792.3847116682133
10.51,792.2126629302812
10.52,792.4473769931652
10.53,792.5100795202361
10.54,792.7185621041838
10.55,792.6398471673874
10.56,792.8791330146674
10.57,792.7038131009239
10.58,793.280204325817
10.59,793.4526298407927
10.6,793.405938810425
10.61,793.1827121606668
10.62,793.4323341105479
10.63,793.7188854787245
10.64,793.681898727602
10.65,793.3779839008674
10.66,794.3281771521498
10.67,794.272472967736
10.68,794.147333292161
10.69,793.9722379205961
10.7,794.9204499191269
10.71,794.6175758349314
10.72,794.5175264020216
10.73,794.3378160961828
10.74,795.0572073173158
10.75,794.9723087647627
10.76,795.0365011018897
10.77,794.8747385942238
10.78,795.1010402479798
10.79,795.4171442626938
10.8,795.5997893295531
10.81,795.3207376052235
10.82,795.3227460083414
10.83,796.1921158440724
10.84,796.0594506661715
10.85,795.4308564561841
10.86,795.6247745372057
10.87,795.7698830108113
10.88,795.9789160972097
10.89,795.911491755849
10.9,796.5788614660084
10.91,796.080198644689
10.92,796.2391366500921
10.93,796.5141152662001
10.94,796.6282593965467
10.95,796.2225350373216
10.96,797.0329392020958
10.97,797.064478385917
10.98,796.7661328716904
10.99,796.8369958101711
11.0,797.3309781635319
11.01,797.0666973208607
11.02,796.9850062102663
11.03,796.9961643698485
11.04,797.0667406970059
11.05,797.1765730980366
11.06,797.2879027694229
11.07,797.5420372833179
11.08,797.6043289582641
11.09,796.9194390709768
11.1,797.3471062894197
11.11,797.7546087833219
11.12,797.5668717616581
11.13,797.8496826591324
11.14,797.5199176083436
11.15,797.5329545678538
11.16,798.1254152478243
11.17,798.1322711054333
11.18,797.7375622561223
11.19,798.3003249493198
11.2,797.9873044535626
11.21,797.9758045740931
11.22,798.2261635153644
11.23,798.3444496451169
11.24,798.4550875981378
11.25,798.5776044463441
11.26,798.0027298097691
11.27,798.5564604093595
11.28,798.608176823498
11.29,798.5332709089355
11.3,798.6147217932221
11.31,798.7546010065104
11.32,798.2726978320533
11.33,798.3269008865686
11.34,798.7655633862097
11.35,799.0478126551078
11.36,799.0181455710602
11.37,798.471149146728
11.38,798.9398540242818
11.39,798.7065186021154
11.4,799.104731220558
11.41,798.9458444850068
11.42,798.7266121696636
11.43,798.9517503094864
11.44,799.0238344682957
11.45,799.4095660098623
11.46,798.9983080774972
11.47,799.2588417267631
11.48,798.9685885751646
11.49,799.6877949609008
11.5,798.8004877855606
11.51,799.2304851303585
11.52,798.8162844852229
11.53,799.2219660639072
11.54,798.8018993846325
11.55,799.2175129641153
11.56,799.2164317354059
11.57,798.8961077262063
11.58,799.0675131306506
11.59,799.1952772190836
11.6,798.9239374397598
11.61,799.5377282234365
11.62,799.2202274594467
11.63,798.9474745808214
11.64,799.3308602554575
11.65,799.0673499322894
11.66,799.4713333335498
11.67,799.2193156520349
